"B02, T02, T07, P08D, A04, B09, T11D, T08, B05, A10, B01, T09, P05, B04D, A11, B10, P01, T06, A06, A03, P07, P03, P09, A08"
"A04, A10, P01, P09, A03, T07, T09, B10, P05, B05, A11, A06, P07D, B02, T08, B04, T02D, B09, T11, T06, P03, B01, P08, A08D"
"P09, T06, A06, P08, A03D, B05, A08, A04, A10D, B04, A11, P03, T08, T09, B09, P05, P07, T11, T07, B01D, T02, B02, P01, B10"
X
"B02, T09, T02, B10, B04D, A10D, P03, B09, A11, B05, P07, P01, A03, A06, T07, T11D, A08, T08, T06, B01, P08, A04, P09, P05"
"B09, P07, A08, P09D, P03, B05, B01D, P08, P05, T07, A04, A06, B04, B10, P01, T09, A11, T06, B02, T02, A10, T08, A03D, T11"
"P08, P05, B01, A03, T06, B04, T02, B10D, T07, A06, A08D, B05, B02, P01, T11, P03, A11, T09, T08, B09, A04, A10, P09, P07D"
X
"T11, B05, P05, T09, A04, P07, A10, P03, B02, B10, A03, A11, A08D, T07, B09, B01D, T08D, T06, T02, P08, P09, P01, B04, A06"
"P09, B05, P05, T07, T11, T09, P01, A10, A11, T06, B02, B09, A08, A06, A04, P03, B10D, T08, T02, P08, B04, B01, A03D, P07D"
"A06, A04, P07, T07, B04D, P08, P09D, T09, T08, A10, T11D, P05, P01, B09, T06, B01, A08, B10, A11, T02, B05, A03, B02, P03"
X
"P09D, A06, T07, P01, T06, B10, A04, T09, A10, B04, A11, A08D, T08, T02, A03, P07D, T11, B05, P03, P05, B01, B09, P08, B02"
"P01, B01, A11, A03, B05, P09, P07, P05, A10D, A06, B10, P08, T06, B09, T11, B04D, P03, T07, T09, A08, A04, T02D, B02, T08"
"P01, P08D, T09, A10, A11, B02, P03, T11, B10, A04, P05, P07, A03, B05, T07, B01D, T06, A06, T02, B04, A08, B09, T08D, P09"
X
"T09, T11D, A08, P01, B09, P05, A10, T06, B05, T07, P07, B04, A06, P09, P03, T08D, A04, B02, T02, B10D, B01, A11, A03, P08"
"A06, P03, B04, A03, A04, B01, B09, B10, T06, P07D, P09D, T02, B05, T09, T07, P05, P08D, A10, P01, A08, T11, T08, A11, B02"
"T11, P09, P07, T09, A03D, P05, B02, B05, A06, B04, B09, B01D, T06, A11, T07, P03, A04, T08, A08, P08, T02D, B10, P01, A10"
X
"P03, B10D, T06, A10D, P05, P07, B01, B04, T07, B09, T09, A06, A03, A11, P09, P08, P01, T08, A04, B02, T11, B05, T02, A08D"
"A03, P01, T07, P09D, T02, P03, A11, B09, A08, A04, B01, B10, B05, T08D, T06, B04D, P07, B02, T09, P05, A06, P08, A10, T11"
"T02, A04, P09, P03, T07, B02, A03D, B01, A11, P01, T09, A08, B10, T06, P05, A06, P08D, A10, B05, B04, T11D, T08, B09, P07"
X
"B05, B10, A10, T09, P08, T07, A04, T06, B04, T11, A11, B02, A03, A06, P01, P05, B09, P07D, T08D, A08, P03, P09, T02, B01D"
"B01, A10, A08, P05, P01, P03, A03, T09, T08, B02, P08D, T11D, A04, P09D, T02, B10, T06, P07, T07, B04, B05, A11, A06, B09"
"B02, B09, A04, T11, P01, T06, T07, T02D, P07, B04, A10D, B10, A03D, A08, T08, B01, P09, B05, P05, A11, P03, T09, A06, P08"
X
"P03, B10, A11, B05, T09, A08, T06, A06, B04D, T08, B09, T11, T02, P08D, A10, P01, T07, B02, P09, A04, P05, P07, B01, A03D"
"T02D, T08, T07, T09, P08, A11, A03, B02, A04, P09, B10, T06, P07D, T11D, B09, B01, B05, A08, A10, P01, B04, P03, A06, P05"
"T11, A03, A08D, B05, P05, T06, B09, T07, A06, B02, T09, B04, A11, T08, B10D, A04, P09D, P08, P07, P01, B01, A10, T02, P03"
X
"A08, P07D, B01, B09, A06, P08D, P09D, B04, A03, T08, A11, P05, T07, A10, A04, B05, B02, T09, T06, T02, B10, T11, P01, P03"
"T02, B09, P03, A06, A04, T11, B05, A11, B04D, A08D, P09, A10, T06, P07, B10, P08, T09, A03D, B02, P05, P01, T07, B01, T08"
"T06, P07, A11, P08, B01, B02, T09, T07, A06, B10, A04, A03, T11D, B05, P05, A10D, T02, P03, B04, A08, P09, T08D, B09, P01"
X
"B02, T09, T11, A10, T02D, B09, P01, B04, B10D, A04, P07, T07, B01, A03D, P03, P09, P08, A11, A06, T06, B05, T08, P05, A08"
"B05, P01, P03, T02, P07, B10, T08D, B02, T07, B01, B09, A08D, A04, B04D, P05, T06, T09, P09, A03, A06, P08, A11, T11, A10"
"T09, T02, P01, P08D, B09, P03, T08, T06, T11, A03, A10, P07D, T07, B02, P09D, P05, B01, B10, B04, B05, A08, A04, A11, A06"
X
