"P01, A03, P04, T04, T02, B03, B06D, P03, B05, B08, A12D, T12D, P08, P02, A04, T03, A08, B01, P12, T06, A09, T05, A02, B10"
"A09D, B08, P03, B05, B04, A06, P11, T05D, A08D, A12, P05, T12, T11, A11, A10, P08, T10, P10, B06, T04, B12, B09, T09, P04"
"A08, P07, B07, B06, A09, A05, T01, P08D, T08, P09, T12, T07, P03, T04, T05, B08D, B05D, P06, A01, A07, B11, P04, A12, B02"
X
"T02, P02, A12, P08, A03, B08, P04, A02, T04D, B10, T12D, A08, T05, B01, B06, P01, P03, A04, A09D, T06, T03, P12, B03, B05"
"B06, A08, T05, P11, A12D, B12, P05, A06, B05D, T12, T10, T11, B04, A11, P10, B08, T09, A09, B09, A10, P08D, P03, T04, P04"
"A09, T07, P03, P09, B11, B07, A07, B06, P07, A01, T12, T05D, P06, T08, B08D, A12, A08D, A05, B05, P04, B02, T01, P08, T04"
X
"B10, A12D, T05, A03, T02, A02, T03, A09, B05, T06, B01, B03, P01, P03D, P08, T12, A08, P12, B08, A04, P04D, P02, T04, B06"
"B04, P10, T04D, A11, P03, P08, T10, A06, A09D, P11, B12, A08, T05, B09, T09, A10, P04, B05, T12D, B08, T11, A12, P05, B06"
"T08, P07, A05, T12, A07, T05D, A08D, T04, P03, B02, T01, B08D, A01, B06, A12, P08, P06, P04, B05, B11, P09, B07, T07, A09"
X
"P12, P04D, A12, A09, T02, T03, A03, T04D, B05, A02, B01, B03, T12D, A04, A08, B10, P01, T05, T06, P03, B06, P08, P02, B08"
"A10, T12, T11, P10, B09, A12, A09, B06D, B04, T09, P05, P08, T04, A11, T05D, P04, A06, B05, B08, P03, A08D, T10, B12, P11"
"T01, A08, P06, T08, B08, A07, P04, T05, P03D, P09, A05, B02, P08, A12D, A09D, B06, B07, B05, T04, P07, B11, A01, T12, T07"
X
"P12, B06, T02, P03, P04D, P02, B01, T06, B08D, A09, P01, B03, T04, A04, B05, A02, T03, A08, P08, A03, T12D, A12, T05, B10"
"B08, A11, T11, A12, A08D, B04, B09, B12, T10, A09, P03, A10, P11, P10, B05, T05D, B06, P05, T09, T04D, A06, P04, P08, T12"
"P04, B11, A09D, T01, A08, T12, P08, T05, T08, P07, P09, B06D, A01, T07, A07, P03D, T04, A12, B05, B02, B08, B07, P06, A05"
X
"P01, B08, T03, B06, A08, A02, P04D, T12, T04D, P03, P02, A12, P12, B03, A04, A03, B01, B05, T06, T05, T02, A09D, P08, B10"
"B09, B08, A09, B05D, T09, B12, B04, A11, T11, T12, P05, P11, T04, A10, A08D, P04, A06, B06, T10, P03, P10, T05, P08D, A12"
"P03, A12, A01, B07, P06, A05, T12D, B06, T08, T07, A07, B08D, P04, A08, A09, P08, B05, P09, T04, B02, B11, T01, P07, T05D"
X
"P02, P03D, A04, A03, A02, B03, T03, A09, P01, T04, A08D, P04, T05, T12, P12, B01, B10, B05D, T06, P08, A12, B08, T02, B06"
"T04, P10, B06, T11, T10, A06, T12, P05, A10, P08D, B05, A11, A12, P11, B04, B12, P04, B09, T05, B08D, A09D, P03, T09, A08"
"T12D, B07, B02, B06, T04, T05D, P06, B08, A07, P07, A09, A01, P03, B11, T08, A05, B05, T07, P09, P08, P04, T01, A08, A12D"
X
"P01, B01, T05, T12D, P02, B06, A03, T03, P12, B08, P08, P04D, A12, A04, T02, T06, A09, A08, P03, T04D, B05, B03, B10, A02"
"A10, B12, T05D, T04, B05, P10, B04, B08D, A11, T09, A08, A06, P04, P11, P03, P08, A09D, T11, A12, B09, T12, P05, T10, B06"
"A12, P03D, T08, P06, B05, A01, T07, A05, T05, A08D, B08, B07, A07, B11, P04, B06D, A09, P09, P08, B02, T04, T01, P07, T12"
X
"B06, A09, T03, P03, T06, B03, B05D, B10, A02, T04D, A08, B01, T12, P01, P08, A12D, A03, P02, A04, P12, T02, T05, B08, P04"
"P08, T11, T12D, A06, A10, B04, B09, T09, B12, P03, T04, A09, B08D, P04D, T05, A11, P10, P05, P11, T10, B06, A08, B05, A12"
"T04, P07, T07, T05D, P09, T01, A07, B06, T08, A12, A01, B07, A08, T12, P06, B11, B02, B08, A05, P08D, A09, B05, P03D, P04"
X
"A08D, T05, P12, P04D, B10, B08D, A04, P08, A12, P02, B05, A09, P01, T04, T02, B01, B06, T03, P03, T12, A03, B03, A02, T06"
"A11, T11, B09, T05, A10, P05, T09, A12D, A06, B04, A09, T04, A08, P04, B06D, P11, B08, T10, T12, B05, P08D, P03, P10, B12"
"A05, P08, B06, T08, P04, B02, B08, P06, T04, B05, B11, A07, P09, T12, A12, A08, T07, T01, P03D, T05D, A09D, B07, A01, P07"
X
