"A08, T08D, A06D, B03, B08, T03, T07, B04, T10, P01, A02, P11, T04, A05, P03, P09, T09, P02, B10, B09D, A01, P12, A11, B07"
"A03, P01D, P08, B10, P04, B05, B01, B02, P12, T12, T04, T01, A11D, P07, B09, A09, P11D, A10, T08, T11, A01, A06, T10, B03"
"B12, A07, B03, T05, A01D, T10D, P01, P06, A12, P12, T08, T02, P05, B09, T06, A11, T04D, P10, A04, B11, B10, P11, A06, B06"
X
"A08, P02, P12, B10, A02, A11D, T09, P03, T10, B09, B03, T07, B08, T08, T03, A06, T04, P09, P11D, B07, A01, A05, B04, P01D"
"B03D, A11, P07, B01, T01, T08, A06D, A09, P04, T04, T11, P12, P08, A10, B05, B10, P11, P01, B09, T12, A01D, A03, T10, B02"
"A12, T04, B06, T08D, B11, P06, P05, A11, B09D, A06, A07, T05, P12, A04, T10, B12, A01, B10D, T02, P01, T06, B03, P10, P11"
X
"T04, P03, A05, A08, T03, T09, T07, P09, A11D, B08, A06, P12, B07, P11, B04, T08, T10, B03, B09D, A01D, P01, P02, A02, B10"
"P01D, T11, B01, T01, P11, T04, A11, B02, A01, A10, A06, B10, A03, T12, T10D, T08, A09, P12D, B03, B05, P07, P08, P04, B09"
"P12, A12, A04, P06, P01, T10, B10, P11D, T02, P10, A11, A06D, A01, B11, T04D, B06, B09, T05, T08, A07, B12, P05, T06, B03"
X
"A08, B10, A01D, B08, P03, P02, P09, B04, B07, T08, T04, A06D, B09D, A05, T07, B03, P01, A02, T10, P11, P12, T03, A11, T09"
"P12, T10, P07, B01, B09, A06, T12, P11, P08, P01, A03, A11, T08, T11, T01, P04, A01, A09, A10, B03D, T04D, B10D, B02, B05"
"P06, A06, B06, T08, T06, B12, B03, P11, T04, B11, B10, B09, A07, A04, T02, P05, T10D, A11, P12D, P10, P01D, A12, T05, A01"
X
"B04, T07, T09, B10, T10, P09, P02, P11D, A08, P03, P12, B09D, A02, A05, T08, T04D, B03, T03, A06, P01, B07, B08, A01, A11"
"P01, A10, P11, A03, T11, P08, P12, T12, T10, P04, B10, P07, B05, T04, A09, T01, B02, B03, A01D, B09, A11, A06D, T08D, B01"
"A01, T08, T02, P11, P06, A11D, B10D, T04, A07, P10, B12, P01, T10, A06, B11, B09, T06, B03, A04, B06, T05, P12D, A12, P05"
X
"B07, T07, P11D, P01, B03, B10, A11, P09, T08D, A05, T09, P12D, A06, T04, B04, P03, T03, A02, T10, A01, B08, B09, P02, A08"
"A09, P04, T04, A03, T12, B03, A11, B05, P01, P08, A06D, B10, B01, P11, T01, A01, T10D, T08, P07, A10, B02, T11, B09D, P12"
"T04, P05, T02, T06, T08, A07, P06, T05, P10, B09, B12, P11, B06, A06, B03D, B10D, A12, A11, P12, A01D, T10, P01, A04, B11"
X
"B03D, T08D, B09, T07, P01, A05, B07, A08, P09, T09, P11, T04, P12D, A02, P03, B08, B04, T03, A01, A06, A11, P02, B10, T10"
"B03, B01, P01, T08, P04, T12, T01, P08, P12, P11, A09, T11, A06, A01, P07, T10D, A11, B05, B09, B10D, B02, A03, A10, T04D"
"T04, A11D, T10, T08, B12, P05, T05, B03, A01, B10, T02, B11, A04, P06, T06, P10, B09D, A07, A12, P01, P11D, B06, A06, P12"
X
"P02, T03, B03D, B04, A02, P12, T08D, A05, A11, P11D, A01, P01, T07, P03, B08, T04, B10, B07, B09, A06, A08, T10, P09, T09"
"T12, P08, A06D, B10, B01, T01, A11, T08, A01D, P04, T10, B02, P01D, A03, P12, T04, A10, B03, T11, P11, P07, B09, B05, A09"
"A01, B10D, P06, P10, B09, P01, T04D, B12, T08, P12, A12, A11, P05, A07, B06, P11, A04, A06, T02, T06, T05, B03, B11, T10D"
X
"T08, P02, T03, P11, A08, A11, A01, A05, A06, B10, T10D, B04, T09, P03, A02, B03, P01, P09, B09D, B08, P12, B07, T04D, T07"
"P11, A11, A06, T04, B10D, A01, A09, B01, B03, A10, A03, B05, B02, T11, P04, B09, P08, T10, P12D, T01, T08, P07, P01D, T12"
"A01D, T08, B09, P11, P06, A04, A06D, T10, P10, T02, B06, T05, P05, A11D, B11, B12, P12, B03, A12, T04, P01, T06, B10, A07"
X
"T04D, A08, P02, P03, A11, T09, P01, A02, T07, B09, P12, B04, A01D, B10, P11, T08, A05, B08, T03, B07, B03, A06D, P09, T10"
"A09, B01, A03, P01, B10, A10, P04, P12, P07, B05, P11, T10D, T01, B09D, T04, T12, T11, A01, T08D, A06, P08, A11, B03, B02"
"A04, B11, P06, T04, A12, P11D, P05, B10D, B06, T10, P12, T08, B12, A11, A07, P01, A06, T05, A01, P10, T02, B09, T06, B03D"
X
