"P12, P05, B02, A11, P10, P01, A05, A06, P11D, B07, T03, B09, A08D, B05, A01, B12, T01, T02, A09, T10, P03, T04, B04, T05D"
"B07, T05, T03, P12, P05, B09, B05, P10, T01D, P11, A09D, A06, T02, B04, B02D, A05, T10, P01, B12, A11, T04, A08, A01, P03"
"T05, B04, B02, T04, A09, B07D, T03D, A01, T01, P11, T10, T02, P12, B05, A05, A06, A08, A11, P05, B12, P03, P01D, P10, B09"
X
"T04, A09D, A05, B12, T05, B09, A11, T10, A06, P11D, B04, P03, T02, T03, P12, T01, A01, P05, P01, P10, B02, A08, B05, B07D"
"A05, A01, B12, P10, B02, T01, P11, T10, B07, A08, T02, T05D, P12, B05, A06, B09, A09, T03D, T04, B04, A11, P03, P01D, P05"
"P10, P11, B02, T03, P01, T10, P03, T05, T01, B09, A06, B04, P12, A11, B07, P05, A09, A08D, T04, B05, T02, A01, B12D, A05D"
X
"B09, A09D, T01, B04, B02, B05, P10, T10, A08, A11, T04, P01, A06, T05D, P11, T03, P05, A05D, A01, B12, T02, P03, P12, B07"
"B09, T04, T03D, T10, B04, P10, T05, T02, P01, B12, A09, B02D, A08, A05, A01, A06, P03, P05, B05, P11, P12, A11, T01D, B07"
"T04, P10D, B09, B05, P01D, A11, A05, P05, T05, P12, A01, T10, T02, B02, B04, B12, B07, A06, A08D, P11, A09, T01, T03, P03"
X
"A05, T01, A11, B09, T03, T04, T10, A08D, T05D, P10, B05, P11, B07, B12D, P03, A06, T02, A09, A01, P05, P01, B04, B02, P12"
"T03, B07, B05, P11, A01, P12, P05, A05D, B12, T02, T05, B04, P01D, A08, T10, T01, T04, B09, P03, A11, B02D, A06, A09, P10"
"A11, T03, B07, T02, A09D, P11, P05, T01D, B04, P10D, B12, P01, B09, A01, P12, P03, A06, T04, A08, A05, T10, B05, B02, T05"
X
"P10, B05, A05D, B07, P03, T03, A01, B04, T01D, P01D, T05, B12, B02, P12, P05, A06, A09, T02, A11, B09, A08, T10, P11, T04"
"T04, T03, B07, T01, T10, A08, A09, B02, P11D, A11, T02, B04, A01, A05, P10, P12, P01, P03, B09, P05, B05, T05D, B12D, A06"
"P10D, B05, A06, T01, T10, A01, B12, A05, B02, T03D, A11, T02, P11, P01, P12, P03, B09, A08, T04, A09D, B04, T05, B07, P05"
X
"A08, P10, P01, P05, A06, T02, B05, B04, B02, B12, P12, P11, T01D, T10, A05, B07D, A11, B09, A01, T05, A09, T03D, T04, P03"
"P03, B02D, A08, B12, T01, B09, B04, A09, A06, P01D, T04, T10, B07, B05, A01, T02, P12, T03, T05, P05, A11, A05, P10D, P11"
"T01, A05, P01, B07, T04, P12, A08D, T03, B04, B09, A06, B05, P05, A09D, B12, P10, T02, P03, P11, A11, A01, B02, T05D, T10"
X
"P05, T10, A01, B07, B04, P12, P11, A06, T03, B12, T05D, T04, A11, T01D, T02, P03, B09, P10, A05, A08, B05, B02, P01, A09D"
"B12D, T10, B09, P10D, T03, A06, P03, B05, T05, T04, B07, A01, A05, A11, T01, P12, A09, A08, P11, P05, P01, T02, B04, B02D"
"A09, B12, T04, T03, T02, P03, B05, B04, A11, B09, A05D, P12, B07, T01, P11, T10, P05, A08D, A01, P10, P01D, A06, T05, B02"
X
"B09, B04, A08, T05D, T01, B12D, T03, T10, P12, A05D, P10, A09, P01, B05, P05, B07, P11, T02, P03, A06, A01, A11, T04, B02"
"P12, P03, A05, T10, A09D, T04, T03, B07, T05, P10, A08, A01, A11, T02, P05, T01D, B04, P01, B02, A06, B05, B09, P11D, B12"
"B07, T04, A01, T03D, A11, A06, T10, B02, A09, T02, B05, P12, B12, P03, A08D, P01, T05, P05, P10D, A05, B09, P11, T01, B04"
X
"T02, T01, A08, T05, P01, B02D, A05, P03, A01, B04, T04, B09, B07, P11, T10, B05, A06, A09, T03D, P12, B12D, A11, P05, P10"
"P11D, B12, A11, P12, A05, A01, T04, P05, A09, A06, B09, P03, P01D, B05, A08D, T10, T01, T02, T05, B04, P10, B02, B07, T03"
"B02, T03, T05, B05, B09, B04, P05, P10D, A11, T10, T02, B07D, A08, P01, P12, P03, T01, B12, A01, P11, A09, T04, A05D, A06"
X
"T01, P05, P12, T10, B05, P11, A01, T02, B07, A06, P01D, A05, A09D, B02, A11, T05, A08D, B09, B12, T04, P03, P10, B04, T03"
"T04, P11D, A06, A05, T03D, A01, T02, P01, P12, A09, T05, T10, B09, T01D, P05, A11, B02, B04, P10, P03, B05, B12, B07, A08"
"A06, B07D, B02, B05, T04, P03, T05D, T03, B09, A01, T10, B04, T02, P05, P11, A09, P12, A05D, P10, B12, P01, A11, T01, A08"
X
