"B05, A12, B01, A05, A11, B03, A07, T09D, P10D, B11, P03, A04, P06, B09, T05D, T11, T08, B02, A03, T03, P11, P12, T07, P04"
"T05, P11, P03, B03D, B05, P12, B09, A05, P10, B02, A11, T03, A07D, A04, P06, A03, B11, T07, B01, T09, P04, A12, T08D, T11"
"T11, B11, T07, B09, A04, T03, B01D, T08, P11D, A05, A03, T09, P12, B05, B02D, B03, A11, P10, P06, T05, A12, P03, P04, A07"
X
"B05, T07, T09, T11, B11, A12, B03, T03, P06, B09, P12, P11D, P10, P04, A05, A03, A07, A04, T05, P03, B02, B01D, A11, T08D"
"P12, B01, T07, P06D, T05, A03, P03, T11, A05, A07, A11, P04, B02, B09, B05, A04D, B11, P11, T08, P10, B03, T03, A12, T09D"
"P10, B05, P06, P11, T08, T07, B09, B11, T09, A05, A03D, B02, P04, T05D, B03, A07D, P03, A11, B01, A04, P12, T03, A12, T11"
X
"T09, B09, P10, A03, B02, B03, P12, P03, B05, A05, A12, P04, T03, T05D, T11, P06, B11, P11D, T08D, A11, A04, B01, A07, T07"
"P12, A04D, A03, B03, P10D, A07, P04, P06, P11, T08, B09, B05, T05, T11, P03, A12, B11, T03, A11, A05, T09D, B01, B02, T07"
"A03, B02, P04, P12, P06D, T05, T11, P10, B09, A04, T08, P11, A11, B11, B01D, B03D, T03, A05, A12, B05, P03, T09, T07, A07"
X
"A03, P04, B01, P06, B11, T07, T03, T09D, T05, P10, B05, A11, A12, B09, A07, A04, B03, P12, T11, P11, T08D, P03, A05, B02D"
"B03D, P04, A03, A04, B09, T11, P10, B11, T08, A11, P03, A12, T05D, P11, T03, B01, T09, T07, P06, P12, B05, B02, A05, A07D"
"B01, P06, T03, P10D, B11, B03, P12, T07, T09, A04, B09, B02, A12, A07, P03, P04, A05, T05, B05, T08, A03D, A11, T11, P11D"
X
"A05, P11D, A04, B02, P10D, P12, T08, A07, B05, P04, A12, B01, T11, A11, T07, T03, T05D, P06, A03, B11, P03, T09, B09, B03"
"T08D, T11, P06, T09, P12, P04, P10, B01D, A12, B11, A04, A03, B09, T07, B05, B02, A11, T03, P11, A05, T05, P03, A07D, B03"
"P06, A12, T07, A04D, B09, T05, P11, T08, P12, B01, P10, B02D, B03, A07, B05, T09, P03, T11, P04, A11, B11, T03, A03D, A05"
X
"T09, B09, P06, B02, A03, A04D, A05, B03, B11, A11, T08, A12, B01, T03, P12, B05, P10, A07, P03, P04, T05D, T11, P11D, T07"
"A04, P06D, B05, P10D, A07, B03, P04, A11, T11, B01, A05, A12, T05, B02, B11, A03, B09, T09D, P12, P03, T03, T07, T08, P11"
"P12, T05, B05, B02, P06, P10, P11, A04, B09, A03, T11, T03, A12, B11, A07, T07, B01D, B03D, T08D, P04, A11, T09, A05, P03"
X
"T08D, P03, A05, P06, A12, B01, A04, P10, A07D, T03, P12, B11, B02, B03, B05, A11, T05, B09, T09, T07, A03, P11D, P04, T11"
"T11, P10, A11, T03, P12, A04D, T08, B05, B03, P03, B09, T07, A07, B02, P04, A05, B01D, P11, B11, T09, T05D, A12, P06, A03"
"T08, T11, B11, T09D, B09, A05, A03D, P03, B01, B02, P11, B05, P12, A11, P04, B03D, T07, P06, P10, T03, T05, A12, A07, A04"
X
"A07D, B09, B03, T05D, T09, P11D, P06, T07, B01, T03, P04, P10, B02, P03, A11, A05, A03, B11, A04, A12, T08, B05, T11, P12"
"A07, B01, P06D, A12, A04, A03, B11, A11, T08, P10, B02, P11, B03D, T07, B09, P04, P12, A05, P03, T11, T03, B05, T09D, T05"
"T09, A12, A07, T05, P04, P03, T07, T08D, P06, A04, B02, A03D, B09, P12, B05, T03, A05, T11, B11, B01, B03, A11, P11, P10D"
X
"T07, P03, T05, B01, P12, T08, P10D, A03, P04, A07D, B05, A11, A12, B09, A04D, A05, B02, P11, B11, B03, T03, P06, T11, T09"
"A12, P10, B02, B11, A03D, T03, A05, P12, T08, B03, B05, A07, B01, T11, B09, P06D, P11, P03, T05D, A04, A11, T09, P04, T07"
"B09, T08D, P12, A05, A12, A07, B05, T09, B11, B03D, P11, P03, T11, B01D, A03, A04, T05, A11, P04, P10, P06, T03, T07, B02"
X
"A07, T08D, A11, B09, T03, B11, T05, P12, B01, T11, P03, A05, T07, B02, A03, A12, T09D, P04, A04, P06, P10, P11, B05, B03D"
"P06, B01, P10, A07, T05D, A05, P03, P04, T11, A04, B05, B02, A12, T09, B09, T08, P11D, T07, A03D, A11, P12, B03, T03, B11"
"T07, T11, P03, B11, A12, P04, A11, B03, T08, A07, B05, A03, P12, B01D, P10, T09, B09, P11, T03, P06, A05, A04D, B02D, T05"
X
