"A09, B07, B02, T04D, T06, A03, T10, A06, P12, P09, B09, A05, P07D, B01, P06, P02, B08, A12, A02, T01, P05, B10D, T11, T07"
"T07, A06, P09, P07, B08, T06D, T04, B09, A05, P05, B10, P02, B01, A09, P06, P12, B07D, A03D, T10, A12, T01, T11, B02, A02"
"B02, T01, T07, A06D, P07, P05D, P09D, T06, B01, B08, A03, B09, A02, A12, P02, T11, B07, A05, P06, B10, T10, A09, P12, T04"
X
"A05, B01, P09D, A12D, A09, B09, B08, A03, T10, A02, T07, B10, P06, T04D, B07, T01, A06, B02, P05, T11, P02, P12, T06, P07"
"P09, P05, B02, A09, A06, B10D, P07D, T11, A02, B01, B07, T07, P02, B08, B09, T04, A03, P06, P12, A05, T01, A12, T06, T10D"
"A03, B09, T04, P07, P05D, P06, A02, T06D, T11, P12, B10, B02, T01, P09, T07, B07, B08D, A09, A12, B01, T10, A05, A06, P02"
X
"A06, T11, T01, T06, T07, P05, P02, B02, A09, B08D, B10D, P07, B09, A02, A05, B07, P09, A12, P12, A03D, B01, T04, P06, T10"
"B02, P05D, B10, T04, P02, B08, B07, B01, A02, P06, A05, T06, P09D, P12, T11, T01, T10D, A12, A09, A03, P07, B09, T07, A06"
"A05, B02, T04, P07D, P09, B08, A12D, A03, P06, B07, T11, B09, P05, T10, T07, P02, T01, A06, A02, B01, P12, B10, A09, T06D"
X
"T10, A02, A12, B02, B10D, P06, T07, T04, A09, A03D, B01, A06, T11, P12, P05, B08D, T01, P09, P07, A05, T06, B07, P02, B09"
"T07, P12, A12, A06D, B09, B10, A03, B02, B01, T04, T06, P07, A09, T10, T01, P05, T11, B07D, A02, P09D, P02, A05, B08, P06"
"T10, P02, B08, B01, T01, B09, A03, B07, P07, B02, A12D, P06, T04D, P05, P09, A09, P12, T06D, A05, B10, A02, T11, A06, T07"
X
"T01, T04, B09, B08D, B07, B10D, A12, P09, A02, B02, T11, P05, A03, T06, A05, P02, P06, P07, A09, A06, T10D, P12, B01, T07"
"T11, A02, P05, A05, P09, A06D, A12D, T07, T10, B07D, P02, B02, P06, T06, T01, B09, A09, B01, B10, B08, P12, T04, A03, P07"
"A05, T01, A06, A02, P05D, T07, P09D, B02, P07, B07, B09, A09, A12, T06, P06, P12, P02, A03D, B01, B08, T04, T10, T11, B10"
X
"T07, A03, T01, T10D, P09D, P12, B08D, P06, P07, A09, A02, T06, A05, P02, T04, A12, B01, B02, T11, B09, P05, B10, A06, B07"
"P02, P06, T11, T07, P09, P05, B09, A09, A03, B08, P07D, P12, B07D, T01, T06, A05, A12, T04D, B02, T10, B10, A02, A06, B01"
"P02, A03D, B09, B07, B08, A02, P07, P09, T11, A06, T10, T06, P12, T01, A09, A05, B10D, B02, P06, B01, A12D, T04, P05, T07"
X
"A03, T07, B01, B02, B08D, A12, B09, B07, P05, T04, T06, B10, A09, P02, T01, T10, A05, T11, P07D, A02, P12, P09, P06, A06D"
"B02, T01, T04, A02, A03, P06, B08, B01, P12, T07, A06, P09, A12D, P02, B07D, P05, A05, A09, T11, T06, B09, T10, P07, B10D"
"P07, T11, B10, A06, P12, A12, P05, B02, T10D, A02, B08, A09, P09D, B07, P06, A03, B01, P02, T04D, T01, T07, T06, A05, B09"
X
"B10, A09, B01, T06D, B08D, A12, T07, P09D, P05, A02, B02, P06, A05, T11, P02, T04, T10, A06, T01, B07, P07, P12, B09, A03"
"A12D, A05, A09, P02, A06, P07D, P05, B09, A02, T11, B10, A03D, T10, T06, T04, P06, T07, P12, B07, P09, B01, T01, B02, B08"
"T07, P02, A06D, T11, P12, A12, A03, T04, B01, B02, T01, B09, T10D, B08, P09, B07, A02, A05, P07, P05D, A09, P06, B10, T06"
X
"P06, P07, B02, T06, T07, A05, T10, B01, A06, T04, B09, T01, P05, T11, B10, A02, A09, P12, A03, B08D, P09D, B07, A12D, P02"
"B07, A05, A03, P09, T04, A12, A02, B08, B10, T10, B01, B09, A06, P02, P06, P05D, T11, T01, P07D, A09, T07, B02, P12, T06D"
"P06, P02, P05, T10, P07, T11, B01, T06, A09, A05, A12, B08, T04D, A02, A03, T07, B07D, B09, B02, P09, A06D, T01, B10, P12"
X
"A09, P12, P02, P06, P05, B07D, A05, B09, B02, P07, T01, B08, T11, T07, A12, T06, T04, A03, P09D, A02, B10D, T10, B01, A06"
"B07, P05, T10, A05, B02, P09, T07, T11, P07, A12D, T04D, B01, B10, B09, A03, P06, A02, T01, P02, B08D, A06, A09, T06, P12"
"A09, P07, B02, B07, B09, A05, B01, P05, A06D, A03D, T07, P02, T01, P09, A02, B08, P12, B10, T06D, T04, T10, P06, T11, A12"
X
