"B10, A01, T10, A06, P11, T06, P03, T11, B06, A02D, B05, A10, T04, B09, T08D, P10, P01D, T07, B07, P04, A11, A03, B11, P05"
"B10, A06, B09, P10, B11, B06D, P03D, T07, A10, A11, T04, B05, T11, T08, T06D, P04, A03, A01, P11, B07, P05, A02, T10, P01"
"T08, P04, B11, B10D, A02, A01, P05, P11, A03, B09, B06, T06, P01, T07, T04, B07D, A06, B05, P03, P10, T10, A10, T11, A11D"
X
"A11D, T11, P10, B07D, T08, A10, P11, T06D, T10, B11, P01, T04, A02, T07, A01, B09, P05, P03, A03, B06, A06, B05, B10, P04"
"P10, B11, P11, P01D, A02, A11, P03, P04, T04, T10, A10, T11, B06D, P05, B07, A03, B05, A01, T08, B10D, T07, T06, A06, B09"
"P05, B11, A10, P04, A01, B10, P03, P10, A02D, B06, P11, A06, P01, T08D, A03, A11, T04, B09, T11D, T06, T07, B05, T10, B07"
X
"A10, P05, P10, P11, P01, A03, T06, P04, T08D, T04, B06, T10, A06, A11, A01D, T07, B10, B07, B09, T11, A02D, P03, B11, B05"
"B05, T08, T07, B10, P11, A02, B06, A10, P04, T11, B09, T06, P01, P03D, A11D, P10, B07D, A03, T10, A01, A06, T04, B11, P05"
"B10, A06, A10, A03, P03, P05, B06D, B07, P04, A02, A11, T06, T08, B05, T04, A01, P10, B11, B09, T11D, P11, T10, P01D, T07"
X
"B07, T11, B06, A10, T07, A06, P03, B09, A02D, P11, A03, T04, B05, P05, P01, P04, A11, A01D, T08, B10D, B11, P10, T06, T10"
"P01D, B06, P05, P10, A10, P11, T04, T06, T08, T10, P04, A11, B11, A01, B10, A03, T07, T11D, B09, B05, A02, P03, B07D, A06"
"T10, P03, A02, A11D, T04, B06D, A01, P01, B10, T08D, B07, B09, A10, P05, P10, T11, P04, A03, P11, T07, B11, B05, A06, T06"
X
"P05, P04, T11, P01, B10, T06, A10, B09, P10, T10, T08, A01, A02D, B07, T04, A11, P03D, P11, A06, T07, A03, B06D, B05, B11"
"T08, P11, P10, T11D, P05, T04, P01, B11, A01, B10, B09, T06D, T07, A06, B06, T10, A02, B07D, P04, B05, A03, P03, A10, A11"
"P05, A02, T06, P04, P10D, T04, A06, B10, A03, P01D, B09, T10, A11D, P11, T11, B06, T08, B05, B07, A01, A10, P03, T07, B11"
X
"B11, T07, A03, P03, T11, P01D, P04, A10, P11, B07, T10, P05, B10, B09, A11, B06D, B05, T06, A06, A01, T04, A02D, P10, T08"
"T10, A02, T07, T11, B07, T04, B05, T06, B11, A10, P03D, P05, A03, P01, P04, T08, A06, A01D, P11, B09, B06, P10, B10D, A11"
"A10, P10D, T11D, B09, B06, P03, B07, A06, T06D, T10, A11, A01, P01, P04, B10, A02, T08, P05, P11, B11, T04, T07, A03, B05"
X
"T10, P04, T08D, T04, P10, P01, P11, A03, A10, T11, A11D, A06, B06D, B07, A01, T07, P03, B10, B05, T06, B11, P05, A02, B09"
"P03, A01D, T11D, A11, A06, T06D, A02, B05, B09, P10, T10, P11, P05, A10, T04, P04, B07, T07, B10, A03, T08, B11, B06, P01"
"B10D, T11, A06, P04, T06, B07D, A10, T07, A01, T08, A11, T10, P11, B05, P10, P01, A03, T04, B11, P05, A02, B06, P03D, B09"
X
"B05, P05, A01D, A03, A11, B07, A10, A02, P11, B09, P04, T08, T06, T04, T11D, P03, T07, T10, B06D, P01, B11, A06, P10, B10"
"A02D, B09, A06, B11, T07, P10, B06, P01, A11, T04, P05, B10D, B07D, A10, T08, P04, T06, A01, T11, A03, P11, T10, B05, P03"
"P01D, P10D, T10, A10, B07, T04, T06, T11, A11, A03, P03D, B06, A06, B10, B05, T08, B09, A02, B11, P11, T07, P05, A01, P04"
X
"T08, A01D, A11, B10, P05, B06D, A10, B09, P01D, T06, A06, B11, P11, T07, P10, B05, T11, P04, P03, B07, A03, T10, T04, A02"
"A03, B05, B06, A01, P01, B07, A02, P05, A10, A11D, A06, B11, T11D, P10, P03, B10, T07, T04, B09, T10, T06, P11, P04, T08D"
"P05, B07D, A03, A11, T11, T07, A06, P10D, A10, T08, P01, B10D, B09, T06, B05, B11, P04, B06, T04, A01, T10, A02, P11, P03"
X
"B10, P05, T04, P03D, A01, B06, P10D, T10, A11, B05, P01, P11, T06, B07, B11, A03, A10, T07, A06, T11, B09, A02D, P04, T08"
"A11, A01, T04, P10, B05, A10, T11, A03, B10, T10, B11, B07, T07, T06D, A02, T08D, P11, B09, A06, P05, P01D, P03, B06, P04"
"T08, P04, T10, A03, P05, B05, T11D, T04, B10D, P01, P10, A11, B06, B07, A06, P03, T06, A01D, A02, A10, B09, B11, T07, P11"
X
