"B07, A11D, T09, B02, A06, T05, T06, B11, T04, P11, A09, B06, A02, T07, T01, P09, B09, P04, A05, P02, P10, B10D, A08, P05D"
"P05, T06D, B01, P12, A03, A12, P08, B12, B07D, A01, P07, T10, A05, B08, B06, T11, P04, T05D, T01, A08, P11, T03, A11, B10"
"B04, A05D, B10, B06, B05, T06, P04D, A04, T02, B03, T01, T12, P03, P05, P06, P01, T05, B07, A07, T08, A08, A10, A11, P11D"
X
"A08D, T05D, B07, A05, B10, P10, A11D, P02, B06, T06, T01, P05, A09, B02, A02, T07, P09, P04, A06, P11, T09, T04, B09, B11"
"P05, B06, P12, B01, P07, A01, T03, T01, P11D, P08, A12, A08, T11, P04D, T06, A05D, B12, T05, B10, B07, A11, T10, A03, B08"
"B04, B03, P05, A10, P01, P04, B05, T06, B06, T08, T02, T12, B10D, B07D, A11, A08, A07, P11, P03, A05, T01D, A04, P06, T05"
X
"P09, A05, A06, T07, T06, T09, A08, B11, B02, T01D, P05, A09, B09, B10, A02, T05D, P04D, T04, P11, B07, P02, B06, A11, P10"
"A05, A01, P04, T03, T05, P08, A12, B06D, A03, T10, P07, B12, B08, A11, P11, T06D, P12, P05, B01, B10D, A08, T11, B07, T01"
"B03, T08, T02, T05, A11D, P05D, T06, P04, P01, A08D, B10, P06, A05, A07, P11, B06, B05, B04, B07, A10, P03, T01, A04, T12"
X
"B10D, T05, B11, A08, A02, B09, P10, P05, P04D, T01, T07, T06, P11, P02, A11, P09, T04, B06, A05, T09, A06, B02, B07D, A09"
"P11, P05, P08, A11, A12, T03, B10, T05D, T01D, T11, P04, P12, T10, B08, A03, T06, A08, P07, A05, B06D, B01, A01, B07, B12"
"P11, T05, P01, B03, P03, B04, T06D, B07, P04, A10, T01, T08, A04, T12, A05, T02, P05D, B10, A07, B05, B06, P06, A08, A11D"
X
"B10, T05, B09, T07, T01D, A08, B02, B06, P11, A09, T04, P02, T09, A11D, B11, B07D, P10, P04, A06, P05, A05, A02, T06, P09"
"T03, P08, P05, B07, B06D, T06, B08, B10, T10, B01, A01, A05D, A03, T05D, B12, T01, P11, P04, P12, P07, A08, A12, T11, A11"
"T02, A10, B07, P11D, P05, T08, P03, T05, B04, B10D, T01, B06, T12, A11, B03, P01, A07, P06, T06D, A04, B05, P04, A05, A08"
X
"P09, T01, B06, T04, B02, T07, T06D, P11, B10D, B11, P04, B09, A06, A05, A09, P10, B07, T05D, A02, P02, P05, A11, A08, T09"
"P05, B08, B07, A05, B10, B01, P11, A08D, A03, T11, P04D, T06, A12, P08, B12, A01, B06D, T03, T10, A11, T05, T01, P07, P12"
"B07D, A11, P11D, A07, B06, T01, A10, B10, B03, T02, T05, A05D, B05, P06, B04, A08, A04, P04, P05, T06, T12, T08, P03, P01"
X
"T07, B09, P10, B11, A02, B06, P09, P02, T09, T04, T06, P11, A06, P04, A11, B10, T05D, A09, B07D, A05, T01D, B02, A08, P05"
"A05D, A03, B12, T05, P04, B10, T03, B01, A11D, A01, T06, A08, T01, P12, P08, P11, P07, B06D, B08, T10, B07, A12, P05, T11"
"B07, A05, T06D, P04, B05, A04, T12, T02, B06, B10D, T01, A10, P01, B04, P11D, P06, P03, P05, A08, T08, A11, T05, B03, A07"
X
"T05D, A06, B10, B06, B07, T07, P10, A11, T09, A09, B02, A08, T01, P11, P04, P09, T06D, T04, P02, B09, A02, B11, A05, P05D"
"P07, T10, T11, B06, T03, B01, A05, A11, A08, P04D, T06, B12, A03, P12, P08, P05, B10, B08, A12, A01, P11, T05, B07D, T01D"
"P06, A10, B10, T01, B07, A11D, A05, P04, P11D, B03, T08, B05, A08, P05, A07, B04, P03, T05, P01, T02, T12, B06D, A04, T06"
X
"T06, T04, B09, P05, A09, T07, B11, A02, A08D, P02, P04, B07D, T01, A06, A11, T09, T05, B10, P11, P09, P10, B06D, B02, A05"
"P07, P08, P12, A01, P11, B07, T01, B01, T11, A11, P04D, A05, B10, T05D, B06, A03, B12, T10, T06, B08, T03, A08, P05D, A12"
"B05, T05, T06, P01, T02, B06, P05, T01, T12, B10D, P06, P03, A07, A05, B07, B03, A11D, A08, A10, P04, T08, P11D, A04, B04"
X
"P05, A08, T06, B06, A11, T07, A05D, B10, P02, B09, P04D, P10, A06, A02, T09, P09, A09, B11, P11, T04, B07D, T05, T01, B02"
"B06, P12, A08, B12, T10, A05, A03, P04, A12, P05D, P11, T05D, T06, A11, B07, A01, B08, T03, P08, T01, B01, T11, B10D, P07"
"A07, A05, P01, T02, P05, B05, A11, B04, P06, B06, P11, P03, P04, T05, B03, A08D, T01D, T06D, A04, T08, B10, A10, T12, B07"
X
