"B01, P08, B05, B10D, T07, A10, B11, A02, A08, B09, T06, T12, T08, P04, P10, P05, T03, P11, A11, B07D, A04, T10, A05, P07D"
"T04, T03D, P04D, A09, P02, B10, A06, B11, P10, P06, P12, T06, B12, B08, P07, A12, A08, B07, B02, A10D, A05, T12, T11, T02"
"A10, P03, P04, T09, A03, B04, B11D, T05, A08, P09, T12D, T01, B03, P10D, A07, P07, B06, T03, T06, B07, A01, A05, P01, B10"
X
"B01, B09, P05, B05, T03, B10, A08, T07, B07, P10D, P04, P07D, T10, B11, P11, A04, A11, T12, T06D, A05, P08, A02, T08, A10"
"A12, A09, P06, A06, P10, T06, B08, B02, B11, P12, T03D, P04, T11, A10D, A08, A05, T12, T04, P07, B12, B07D, B10, P02, T02"
"B03, P01, T06, P10, B07, T03, T05, A08, T12, B10, P09, P07, B11D, P03, A07, T01, A01, A10, P04D, B06, A05D, B04, A03, T09"
X
"A10, T08, P07, P05, B09, A11, B10, T12, A02, B05, P08, A04, T07, T10, T06D, B01, A08, P11, P10D, P04, A05, T03, B07, B11D"
"T12D, B02, T06, A09, P12, B11, P10, T11, A12, B08, A05, T03, A08, P06, B12, B10, A10D, B07, T04, P02, P04D, A06, P07, T02"
"A10, B07, T01, T09, P04, P03, A07, T12, T05, B06, T06, A01, A05D, B04, P01, A08D, T03, B10, A03, B03, P09, P07D, B11, P10"
X
"B11, A11, P10, B09, T07, T06, P04D, T03, T12, T10, P11, A08, B10, P05, B01, A05D, P08, A10D, B05, T08, A04, A02, P07, B07"
"B02, A05, P10, T06, B11, P04, P02, A06, T02, B10, P07D, B08, T04, T12D, T03D, B07, P06, A08, T11, A10, B12, A09, A12, P12"
"B06, B11D, T03, P01, T06, A01, P04, A05, T12, P09, B03, P10, A08, T05, T01, A03, P07, B07D, P03, B10D, T09, A10, A07, B04"
X
"B07D, B05, P04, A10, B10D, B11, A08D, P08, T08, T07, T10, B09, A04, P11, A02, T06, T12, T03, P05, A05, P07, B01, A11, P10"
"P02, B08, A05, T12D, A12, P07, P06, T03D, T02, A06, T06, B02, A10, A09, P12, B07, T11, P04D, B11, T04, B10, P10, A08, B12"
"A10D, A08, T09, A07, T01, P01, B11, B06, P09, P07, A01, P10D, P03, T03, B10, A05D, T05, B04, B03, P04, T06, A03, B07, T12"
X
"T07, A11, P08, A08D, P05, A10, T08, A05, B11, T03, B05, T06D, A04, B01, P04, P11, A02, B07, B10D, T10, P10, B09, P07, T12"
"P04, T12, A06, A10, T11, P12, B11, B10, T04, P06, A09, P10D, A08, T02, B02, B12, T06, B08, P02, A05, B07, P07D, T03D, A12"
"P03, B03, P07, B04, P04D, P10, P09, B07, A08, A03, B11D, T05, T09, B10, T01, A10, T03, B06, A07, P01, A01, T12D, T06, A05"
X
"P05, A04, B01, B11, B07D, P04, T03, P11, B10, T08, A02, A11, B09, T07, T10, T12, B05, P08, A05, P10D, A08D, T06, A10, P07"
"P12, A10, A06, B07, B02, T02, P07D, T12, B08, A08, B10, T03, A12, A09, P06, B12, T06, B11, P10, T04, P04D, T11, P02, A05D"
"T03, T01, A01, B11, P07, A05, A07, A10D, A08, T05, P09, B10D, P04, B04, P10, P01, B03, B07, T06D, T09, B06, T12, A03, P03"
X
"A10, A08D, B07, B11D, P10D, A11, P08, P11, P07, B10, A02, A04, B01, P04, B05, T12, T06, T03, A05, T08, P05, T10, T07, B09"
"A09, B11, P04D, A10, T02, T06, T03, T12, B08, P10, B12, T04, A06, A05, P07, B02, B07D, T11, A12, P02, A08, B10D, P12, P06"
"B04, T06, B06, P09, B03, P01, A03, T12, A10, B10, B11, P03, T03D, T09, A01, T01, P07D, B07, A08, P04, A05D, A07, P10, T05"
X
"T06, T12D, P05, T10, P04, T07, B05, T03, B11, A10, A04, B01, A11, T08, A05D, B10, P10, B07, P07, P11, A02, A08D, P08, B09"
"B07D, B08, B10, T12, T11, A06, A05, P06, T04, P10D, A10D, P12, T02, A08, B11, T03, A09, B02, P02, A12, B12, P07, P04, T06"
"A05, T05, P09, A03, P10, B03, P04, B04, A07, B11, P01, P07, T06D, A01, T09, A10, T03D, B07, B06, A08, T12, T01, P03, B10D"
X
"T07, P07, P05, B09, B11, T10, B10, A10, T06, B07, P10D, B05, A11, T12D, P04, T03, A05D, P08, B01, A04, P11, A02, A08, T08"
"T02, P10, B12, A09, P06, T06, A08, P04, T12, A12, P12, B02, T11, A06, B08, T03, T04, B07D, A05, B10, B11D, P02, P07D, A10"
"T09, T12, P09, B07, T01, T03D, B04, B06, A03, B11, T06, A07, A05, P04D, P07, T05, A08, A01, P03, B10, B03, A10D, P10, P01"
X
