"P10, T06, B07, P02, P09, P04, T08, T07, A08D, T02, T10D, P01, B03, A09, B08, T04, B09, A02D, A10, B11, A05, P12, A06, B02"
"B11, P04, A08, P10, T04, A10, T10, T07, P12, B08D, T06, B09, T08, B07D, A09, P01, A02, A05, T02D, P09, B02, B03, A06, P02"
"B03, T06, B08, A10, P01, P09D, T10, B11, P04, T07, B07, A06, P02, T02, B09, P10D, T08D, A02, A05, A08, B02, T04, A09, P12"
X
"A09, T06, B07, A10, B09, P01, A06, B11, T04, P12, A08D, P09, P04, B02, A05, B03, P02, T07, T02D, A02, T08, P10, T10D, B08"
"B11, T10, A02, B07D, T06, P09, A09, P12, P01, T08, A08, T07, T02, B08, P04, P10D, B03, A05, T04, A10, A06D, B02, B09, P02"
"B02, B09, A08, B07, T04, T10, B11, T08, B03, T02, P01, P04, B08D, P10, T06, A06, P09D, P12, A10, P02, A02D, A09, T07, A05"
X
"T06, B09, T07, A08D, A09, P10D, P04, P02, T02, A05, P12, B02, P09, B11, A10, B07, B03, T04, B08, P01, T10, A06, A02, T08D"
"T08, A09, P04, P02, P10, T10, P01, T06, B02, T04, B03, P12, B07, T07, A10, A06D, B08D, A08, T02, A05, B09, B11, P09D, A02"
"P12D, A10, T06, B09, A02, A06, A08, P09, B02, T04, P10, T07, A09, B08, T08, B11D, T10D, B07, P01, T02, A05, B03, P04, P02"
X
"B03, A05, B11D, P04, P02, T04, T02, T06, B08D, A08, A10, P09, P01, A09, B09, P10, T10D, T07, A02, T08, B02, A06, B07, P12"
"T06, A09, T10, T04, B03, P09D, T07, T02, A08, P10D, B11, A10, A05, P01, T08, B08, B07, A02D, P12, P04, B02, A06, P02, B09"
"P09, A05, A06D, B08, P12D, B11, T08D, P10, A09, P02, A10, P01, B03, B09, T02, T10, A02, B07, T04, B02, P04, T07, A08, T06"
X
"P02, B07, B09, P01, A06, P10D, T06, T10, T04, B02, T07, A09, B11, A02, B08D, T02, P12, P04, A08, A10, P09, B03, A05, T08D"
"B08, A06, B07, P10, T08, T10, T06, P02, B09, T02, A10, B03, P04, A05, A09, B02, T07, T04, P12D, B11, P01, A08D, A02D, P09"
"B09, T06, P10, B03, A05, B02, P12, A06, T02, T10D, A02, T07, P09D, A10, P01, T08, P02, A09, T04, B07, B11D, B08, P04, A08"
X
"A06D, T07, P04, P09, A10, T04, B02, T02, P12, B08, A05, P01, P10, B07D, B03, A08D, B11, A02, B09, T08, T10, T06, A09, P02"
"A02, P04, P12, A08, B09, B08, P01, T04, A06, T08, A05, T07, T02D, B11D, B03, P09D, B02, B07, P02, T10, T06, A09, A10, P10"
"P10, B09, A09, P12D, T06, A06, B08, P01, A10, T02, P04, A08, T10, P09, T08D, B11, T04, B03, B02, A05, A02D, T07, P02, B07"
X
"A06D, P04, A09, T02, P12, T10D, T07, A02D, P02, A05, P10, T06, T08, B07, P01, P09, A10, B08, B02, A08, B09, B11, T04, B03"
"A10, A05, A02, T02, P10, P01, B03, B08, T06, T04, B09, B02, P02, P12D, P04, A08, T10, A06, A09, T08, B11, T07, P09D, B07D"
"B09, P12, T10, P02, B03, P04, A05, A06, A09, T06, P09, P10D, T08, T02, B02, A10, B08D, A02, P01, T04, A08D, B07, B11, T07"
X
"A05, P01, A02, B03, T04, A10, P12D, T06, P09, P10, T08D, B08, B02, P04, B09, T07, A09, B07D, A08, T10, A06, P02, B11, T02"
"A05, B08D, T10D, B02, B09, T08, P12, P01, P09, A10, P04, A08, P02, B11, T06, A06D, A02, T07, T02, B03, P10, B07, T04, A09"
"A08, A02, T06, B07, B02, P01, P10D, P04, T08, P09D, T10, B03, A05, A09, T07, A10, B11, B08, A06, P12, T04, P02, B09, T02D"
X
"P04, A06, B02, B07, T10D, B09, T04, A09, P01, A02, B03, P02, P09, T02, A10, P12D, P10D, B11, A08, A05, T06, B08, T08, T07"
"A05, B03, P12, A06D, A08, B08, A10, P02, B11, T08, P01, T07, T10, B07, T02, A02D, A09, T04, B09, P09D, P10, T06, P04, B02"
"B03, P12, P10, A02, B02, B08, A06, A05, B11, A08D, T04, A09, B07D, P01, A10, P02, P09, T08, T07, T06, B09, T10, T02D, P04"
X
"B02, A06, T06, A02D, P04, B09, T02, T04, T08, B11, A05, P01, A08, P09, T07, B08, P12D, A10, P02, P10, T10D, A09, B07, B03"
"A09, B07, B03, A05, T02D, B08D, B11, T08, A06, T06, A02, P12, T10, B02, T04, P04, P01, T07, A10, B09, P10D, P02, A08, P09"
"P10, A09, A02, P04, T04, A08D, A06, P09D, B08, T02, B03, T08, T06, B11D, P12, P02, A10, T07, B07, B02, T10, B09, A05, P01"
X
